ID	BEDS	BATHS	SQFT	YEAR	LAST_SALE_PRICE	URL	LATITUDE	LONGITUDE	ELEMENTARY	MIDDLE	HIGH	HOME_TYPE	REMODELED	IRATING	ERATING	ADDRESS	CITY	STATE	ZIP_CODE	LOT_SIZE	LAST_SALE_DATE	IMAGE_URL
174	3	1	1120	65	966000	http://www.redfin.com/CA/San-Mateo/3530-Casanova-Dr-94403/home/1642471	37.539906	-122.287132	9	8	8	1	0	3.5	3.5	3530 Casanova Dr	San Mateo	CA	94403		8/19/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
175	3	3	2240	27	1448000	http://www.redfin.com/CA/San-Mateo/105-Vailwood-Pl-94403/home/1590722	37.532139	-122.280205	10	8	8	1	0	3	3.5	105 Vailwood Pl	San Mateo	CA	94403		8/26/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
176	3	2	1010	59	748888	http://www.redfin.com/CA/San-Mateo/1568-Lodi-Ave-94401/home/1504603	37.562729	-122.298119	9	8	8	1	0	2.5	0	1568 LODI Ave	San Mateo	CA	94401	5500	7/30/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
177	1	1	950	36	485000	http://www.redfin.com/CA/San-Mateo/465-Fathom-Dr-94404/unit-321/home/972622	37.568241	-122.285378	9	8	8	2	0	3	0	465 FATHOM Dr unit 321	San Mateo	CA	94404	25067	8/8/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
178	3	2.5	2260	73	1976000	http://www.redfin.com/CA/San-Mateo/424-Bucknell-Dr-94402/home/1919080	37.552555	-122.334442	9	8	8	1	0	4	3.5	424 Bucknell Dr	San Mateo	CA	94402		8/25/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
179	3	1.5	1360	68	1120000	http://www.redfin.com/CA/San-Mateo/631-Harrow-Ave-94402/home/1935368	37.560276	-122.310944	9	8	8	1	0	4	3.5	631 Harrow Ave	San Mateo	CA	94402		8/25/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
180	2	3	1620	72	742000	http://www.redfin.com/CA/San-Mateo/821-N-Delaware-St-94401/home/1683834	37.579159	-122.333641	9	8	5	1	0	3	3.5	821 N DELAWARE St	San Mateo	CA	94401	6250	7/30/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
181	3	2	2300	52	1340000	http://www.redfin.com/CA/Belmont/2316-Wooster-Ave-94002/home/1863617	37.520515	-122.30526	5	8	4	1	0	3	4	2316 WOOSTER Ave	Belmont	CA	94002	8640	8/1/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
182	4	3	2683	28	1402000	http://www.redfin.com/CA/San-Mateo/1180-Tanglewood-Way-94403/home/745581	37.529701	-122.278229	10	8	8	1	1	3.5	4	1180 TANGLEWOOD Way	San Mateo	CA	94403	6000	8/5/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
183	3	1	1040	65	799000	http://www.redfin.com/CA/San-Mateo/1201-S-Claremont-St-94402/home/718035	37.559425	-122.312637	9	8	8	1	0	3	0	1201 S CLAREMONT St	San Mateo	CA	94402	4250	8/12/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
184	5	3	2089	65	1635000	http://www.redfin.com/CA/San-Mateo/401-Heather-Ln-94403/home/1632028	37.53384	-122.307304	9	8	8	1	0	3.5	4	401 HEATHER Ln	San Mateo	CA	94403	11000	9/6/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
185	2	2	1250	71	770000	http://www.redfin.com/CA/San-Mateo/131-Lindbergh-St-94401/home/2026658	37.573635	-122.313988	9	8	8	1	1	4	0	131 LINDBERGH St	San Mateo	CA	94401	5640	8/12/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
186	3	2	1400	66	1072000	http://www.redfin.com/CA/San-Mateo/414-Poinsettia-Ave-94403/home/1461000	37.541462	-122.288513	9	8	8	1	0	3	3.5	414 POINSETTIA Ave	San Mateo	CA	94403	6400	8/12/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
187	2	2.5	1200	35	765000	http://www.redfin.com/CA/San-Mateo/2315-Armada-Way-94404/unit-14-4/home/976848	37.561871	-122.288002	9	8	8	2	1	3.5	3.5	2315 ARMADA Way	San Mateo	CA	94404	1200	8/7/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
188	4	4	2960	23	2080000	http://www.redfin.com/CA/San-Mateo/23-Ridgecrest-Ter-94402/home/747529	37.52351	-122.333885	9	8	4	1	0	4	4	23 RIDGECREST Ter	San Mateo	CA	94402	7840	8/30/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
189	4	3.5	2740	40	1825000	http://www.redfin.com/CA/San-Mateo/839-Overlook-Ct-94403/home/1716463	37.529091	-122.316811	9	8	8	1	0	4	3.5	839 OVERLOOK Ct	San Mateo	CA	94403	12200	8/24/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
190	4	2.5	2510	38	1400000	http://www.redfin.com/CA/San-Mateo/1461-Cherrywood-Dr-94403/home/1885952	37.524059	-122.326134	9	8	5	1	0	4	3.5	1461 CHERRYWOOD Dr	San Mateo	CA	94403	6820	8/28/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
191	3	2	1310	60	1070000	http://www.redfin.com/CA/San-Mateo/180-Spuraway-Dr-94403/home/1998886	37.548054	-122.317001	9	8	8	1	0	3.5	3.5	180 SPURAWAY Dr	San Mateo	CA	94403	5096	9/7/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
193	3	2	1660	56	1707000	http://www.redfin.com/CA/San-Mateo/2276-Sheraton-Pl-94402/home/1305392	37.518917	-122.342529	9	8	8	1	1	4	4	2276 SHERATON Pl	San Mateo	CA	94402	9300	8/15/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
195	5	3	2060	50	1400000	http://www.redfin.com/CA/Belmont/4213-Skymont-Dr-94002/home/1766096	37.518505	-122.324699	10	8	8	1	0	4	4.5	4213 SKYMONT Dr	Belmont	CA	94002	7975	8/16/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
196	1	1	650	52	388000	http://www.redfin.com/CA/San-Mateo/2655-Edison-St-94403/unit-301/home/1987689	37.542583	-122.304581	9	8	8	2	0	2.5	0	2655 Edison St Apt 301	San Mateo	CA	94403		7/11/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
197	3	1	1130	61	790000	http://www.redfin.com/CA/San-Mateo/19-Poinsettia-Ave-94403/home/739747	37.537579	-122.295586	9	8	8	1	0	2.5	0	19 Poinsettia Ave	San Mateo	CA	94403		7/22/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
199	3	2	1905	67	1575000	http://www.redfin.com/CA/San-Mateo/553-Alhambra-Rd-94402/home/1395826	37.558243	-122.326729	9	8	8	1	1	4	3.5	553 ALHAMBRA Rd	San Mateo	CA	94402	5671	8/24/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
200	3	2	1220	60	920000	http://www.redfin.com/CA/San-Mateo/1733-Hamlet-St-94403/home/1522305	37.558582	-122.29731	9	8	8	1	1	4	0	1733 HAMLET St	San Mateo	CA	94403	5150	8/14/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
201	3	2.5	2100	35	1185000	http://www.redfin.com/CA/San-Mateo/1149-Shoreline-Dr-94404/unit-18-1-1/home/1224550	37.555988	-122.289902	9	8	4	2	0	4	3.5	1149 Shoreline Dr Unit 18-1-1	San Mateo	CA	94404		7/18/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
202	2	2	2400	34	1680000	http://www.redfin.com/CA/San-Mateo/40-W-3rd-Ave-94402/unit-704/home/2033083	37.562527	-122.327156	9	8	8	2	0	4	4	40 W 3rd Ave Apt 704	San Mateo	CA	94402		7/11/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
203	4	3	2620	65	1778000	http://www.redfin.com/CA/San-Mateo/725-28th-Ave-94403/home/1069342	37.535587	-122.317039	9	8	8	1	0	4	4	725 28TH Ave	San Mateo	CA	94403	11790	9/13/14	http://110.mlsimages.movoto.com/042/424942_4.jpg
