SALE TYPE	HOME TYPE	ADDRESS	CITY	STATE	ZIP	LIST PRICE	BEDS	BATHS	LOCATION	SQFT	LOT SIZE	YEAR BUILT	PARKING SPOTS	PARKING TYPE	DAYS ON MARKET	STATUS	NEXT OPEN HOUSE DATE	NEXT OPEN HOUSE START TIME	NEXT OPEN HOUSE END TIME	RECENT REDUCTION DATE	ORIGINAL LIST PRICE	LAST SALE DATE	LAST SALE PRICE	URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING)	SOURCE	LISTING ID	ORIGINAL SOURCE	FAVORITE	INTERESTED	LATITUDE	LONGITUDE	IS SHORT SALE
Past Sale	Single Family Residential	520 FATHOM Dr	San Mateo	CA	94404	798000	2	2	San Mateo	1540	2470	1968	1	Garage		Sold					798000	5/23/14	950000	http://www.redfin.com/CA/San-Mateo/520-Fathom-Dr-94404/home/1914899	MLSListings Inc. (MLSLI)	81417146	Gilmartin Group	N	Y	37.566502	-122.284958	FALSE
Past Sale	Condo/Coop	1555 Marina Ct #17	San Mateo	CA	94403		3	1.5	94403	1054		1961										5/20/14	150000	http://www.redfin.com/CA/San-Mateo/1555-Marina-Ct-94403/unit-17/home/968241				N	Y	37.55085	-122.287704	
Past Sale	Single Family Residential	126 12TH Ave	San Mateo	CA	94402	1198000	3	2	San Mateo	2030	5000	1931	1	Garage		Sold					1198000	5/21/14	1285000	http://www.redfin.com/CA/San-Mateo/126-12th-Ave-94402/home/1708336	MLSListings Inc. (MLSLI)	81415849	Today Sothebys International Realty	N	Y	37.55748	-122.31572	FALSE
Past Sale	Single Family Residential	115 SEVILLE Way	San Mateo	CA	94402	1498000	3	2	Aragon	1840	5500	1935	1	Garage		Sold					1498000	5/21/14	1520000	http://www.redfin.com/CA/San-Mateo/115-Seville-Way-94402/home/714116	MLSListings Inc. (MLSLI)	81415785	Coldwell Banker	N	Y	37.555824	-122.321373	FALSE
Past Sale	Condo/Coop	859 Balboa Ln #23	Foster City	CA	94404		2	2.5	94404	1780		1975										5/19/14	322500	http://www.redfin.com/CA/Foster-City/859-Balboa-Ln-94404/unit-23/home/1252681				N	Y	37.552822	-122.270836	
Past Sale	Single Family Residential	1326 Ashwood Ct	San Mateo	CA	94402		3	2.5	94402	1780		1958										5/19/14	2100000	http://www.redfin.com/CA/San-Mateo/1326-Ashwood-Ct-94402/home/2040731				N	Y	37.545959	-122.329285	
Past Sale	Single Family Residential	806 W Grant Pl	San Mateo	CA	94402	750000	3	1	San Mateo	1330	5000	1939	1	Garage		Sold					750000	5/20/14	890000	http://www.redfin.com/CA/San-Mateo/806-W-Grant-Pl-94402/home/1773747/sfarmls-419033	San Francisco Association of Realtors (SFARMLS)	419033	KW Peninsula Estates	N	Y	37.563221	-122.311546	FALSE
Past Sale	Single Family Residential	513 Iowa Dr	San Mateo	CA	94402		3	3	94402	2110		1946										5/19/14	1780000	http://www.redfin.com/CA/San-Mateo/513-Iowa-Dr-94402/home/1108554				N	Y	37.551258	-122.334778	
Past Sale	Single Family Residential	18 N ELDORADO St	San Mateo	CA	94401	699000	3	1.5	San Mateo	1150	8350	1947	1	Garage		Sold					699000	5/20/14	870000	http://www.redfin.com/CA/San-Mateo/18-N-Eldorado-St-94401/home/2055019	MLSListings Inc. (MLSLI)	81416070	Coldwell Banker	N	Y	37.570972	-122.322433	FALSE
Past Sale	Condo/Coop	868 WHARFSIDE Rd	San Mateo	CA	94404	675000	2	2	San Mateo	1165	84512	1979	1	Garage		Sold					675000	5/19/14	700000	http://www.redfin.com/CA/San-Mateo/868-Wharfside-Rd-94404/unit-4-1-1/home/1755748	MLSListings Inc. (MLSLI)	81415682	e Agents Realty	N	Y	37.559498	-122.288673	FALSE
Past Sale	Condo/Coop	688 MARINERS ISLAND Blvd #204	San Mateo	CA	94404	409000	1	1	San Mateo	726	27540	1968	1	Garage		Sold					409000	5/17/14	440000	http://www.redfin.com/CA/San-Mateo/688-Mariners-Island-Blvd-94404/unit-204/home/970496	MLSListings Inc. (MLSLI)	81415922	Coldwell Banker	N	Y	37.564003	-122.285355	FALSE
Past Sale	Single Family Residential	1068 Fiesta Dr	San Mateo	CA	94403		3	2	94403	1240		1955										5/16/14	650000	http://www.redfin.com/CA/San-Mateo/1068-Fiesta-Dr-94403/home/1791848				N	Y	37.549591	-122.297211	
Past Sale	Condo/Coop	1919 Alameda De Las Pulgas Apt 51	San Mateo	CA	94403		1	1	94403	770		1974										5/16/14	425000	http://www.redfin.com/CA/San-Mateo/1919-Alameda-De-Las-Pulgas-94403/unit-51/home/1427678				N	Y	37.54665	-122.320091	
Past Sale	Single Family Residential	838 Parrott Dr	San Mateo	CA	94402		3	3	94402	2100		1951										5/16/14	2200000	http://www.redfin.com/CA/San-Mateo/838-Parrott-Dr-94402/home/2024348				N	Y	37.550842	-122.338402	
Past Sale	Single Family Residential	112 BARKENTINE St	Foster City	CA	94404	1275000	4	3	Foster City	2360	6840	1972	1	Garage		Sold					1275000	5/16/14	1208000	http://www.redfin.com/CA/Foster-City/112-Barkentine-St-94404/home/1932785	MLSListings Inc. (MLSLI)	81414963	Today Sothebys International Realty	N	Y	37.551846	-122.260353	FALSE
Past Sale	Single Family Residential	862 W GRANT Pl	San Mateo	CA	94402	849000	2	1.5	San Mateo	1430	6592	1940	1	Garage		Sold					849000	5/16/14	1080000	http://www.redfin.com/CA/San-Mateo/862-W-Grant-Pl-94402/home/1058056	MLSListings Inc. (MLSLI)	81414891	Alain Pinel Realtors	N	Y	37.561962	-122.311401	FALSE
Past Sale	Condo/Coop	1525 DAY Ave Unit B	San Mateo	CA	94403	449000	3	1.5	San Mateo	1054	173093	1961				Sold					449000	5/16/14	550000	http://www.redfin.com/CA/San-Mateo/1525B-Day-Ave-94403/home/1288700	MLSListings Inc. (MLSLI)	81417129	Initio Realty	N	Y	37.551734	-122.287217	FALSE
Past Sale	Single Family Residential	816 Patricia Ave	San Mateo	CA	94401		3	1	94401	1000		1950										5/13/14	600100	http://www.redfin.com/CA/San-Mateo/816-Patricia-Ave-94401/home/1313707				N	Y	37.568523	-122.309013	
Past Sale	Townhouse	1051 Yates Way	San Mateo	CA	94403		3	2.5	94403	1312		2000										5/14/14	850000	http://www.redfin.com/CA/San-Mateo/1051-Yates-Way-94403/home/1005496				N	Y	37.546551	-122.293709	
Past Sale	Single Family Residential	717 Ocean View Ave	San Mateo	CA	94401		3	1	94401	1220		1949										5/13/14	725000	http://www.redfin.com/CA/San-Mateo/717-Ocean-View-Ave-94401/home/709366				N	Y	37.572025	-122.305183	
Past Sale	Condo/Coop	1919 ALAMEDA DE LAS PULGAS #61	San Mateo	CA	94403	509000	2	1	San Mateo	918	107051	1974				Sold					509000	5/14/14	552000	http://www.redfin.com/CA/San-Mateo/1919-Alameda-De-Las-Pulgas-94403/unit-61/home/1965476	MLSListings Inc. (MLSLI)	81415007	Vista Investment & Realty	N	Y	37.54665	-122.320091	FALSE
Past Sale	Single Family Residential	2318 FLORES St	San Mateo	CA	94403	948000	5	3	Beresford	1907	5740	1927	1	Garage		Sold					899000	5/12/14	875000	http://www.redfin.com/CA/San-Mateo/2318-Flores-St-94403/home/1266795	MLSListings Inc. (MLSLI)	81408851	Coldwell Banker	N	Y	37.54475	-122.307915	FALSE
Past Sale	Townhouse	829 Perseus Ln	Foster City	CA	94404	678000	2	2.5	Foster City	1200		1973	2			Sold					678000	5/12/14	800000	http://www.redfin.com/CA/Foster-City/829-Perseus-Ln-94404/unit-2/home/2047951/sfarmls-419137	San Francisco Association of Realtors (SFARMLS)	419137	Prudential California Realty	N	Y	37.549618	-122.273518	FALSE
Past Sale	Single Family Residential	50 Hayward Ave	San Mateo	CA	94401		3	2	94401	1840		1954										5/12/14	1150000	http://www.redfin.com/CA/San-Mateo/50-Hayward-Ave-94401/home/1582009				N	Y	37.558964	-122.31916	
Past Sale	Single Family Residential	518 PARROTT Dr	San Mateo	CA	94402	2195000	4	4	San Mateo	2780	8280	1933	1	Garage		Sold					2195000	5/13/14	2500000	http://www.redfin.com/CA/San-Mateo/518-Parrott-Dr-94402/home/1013243	MLSListings Inc. (MLSLI)	81415201	C&H Realty	N	Y	37.554871	-122.334129	FALSE
Past Sale	Condo/Coop	222 8TH Ave #214	San Mateo	CA	94401	725000	2	2	San Mateo	1254	51834	2006	1	Garage		Sold				5/2/14	768888	5/11/14	715000	http://www.redfin.com/CA/San-Mateo/222-8th-Ave-94401/unit-214/home/2100490	MLSListings Inc. (MLSLI)	81410773	Better Homes and Gardens Real Estate J.F. Finnegan	N	Y	37.561667	-122.318908	FALSE
Past Sale	Condo/Coop	1173 SHORELINE Dr	San Mateo	CA	94404	858800	3	2	Harbortown	1570	109700	1979	1	Garage		Sold					858800	5/10/14	929000	http://www.redfin.com/CA/San-Mateo/1173-Shoreline-Dr-94404/unit-19-2-8/home/2056734	MLSListings Inc. (MLSLI)	81414040	Today Sothebys International Realty	N	Y	37.556931	-122.289413	FALSE
Past Sale	Condo/Coop	711 S BAYSHORE Blvd #2	San Mateo	CA	94401	300000	1	1	San Mateo	650	26384	1984	1	Garage		Sold					300000	5/15/14	345000	http://www.redfin.com/CA/San-Mateo/711-S-Bayshore-Blvd-94401/unit-2/home/1712792	MLSListings Inc. (MLSLI)	81414593	KW Peninsula Estates	N	Y	37.568439	-122.310371	FALSE
Past Sale	Single Family Residential	37 MISSION Dr	San Mateo	CA	94402	1350000	3	2	San Mateo	1710	5820	1941	1	Garage		Sold					1350000	5/15/14	1480000	http://www.redfin.com/CA/San-Mateo/37-Mission-Dr-94402/home/1941416	MLSListings Inc. (MLSLI)	81415222	Coldwell Banker	N	Y	37.55991	-122.324455	FALSE
Past Sale	Condo/Coop	914 BEACH PARK Blvd #79	Foster City	CA	94404	599995	2	2	Foster City	1087	394588	1973	1	Garage		Sold					599995	5/15/14	700000	http://www.redfin.com/CA/Foster-City/914-Beach-Park-Blvd-94404/unit-79/home/1662955	MLSListings Inc. (MLSLI)	81415647	Coldwell Banker-Burlingame	N	Y	37.547989	-122.259003	FALSE
Past Sale	Condo/Coop	875 Balboa Ln #25	Foster City	CA	94404		2	2	94404	1395		1975										5/13/14	790000	http://www.redfin.com/CA/Foster-City/875-Balboa-Ln-94404/unit-25/home/1888388				N	Y	37.552822	-122.270836	
Past Sale	Single Family Residential	1206 S B St	San Mateo	CA	94402		5	3	94402	1830		1926										5/9/14	902000	http://www.redfin.com/CA/San-Mateo/1206-S-B-St-94402/home/1283453				N	Y	37.558205	-122.314667	
Past Sale	Single Family Residential	32 Creekside Ln	San Mateo	CA	94401		3	3.5	94401	1170		2002										5/9/14	840000	http://www.redfin.com/CA/San-Mateo/32-Creekside-Ln-94401/home/1740049				N	Y	37.570148	-122.317345	
Past Sale	Condo/Coop	10 CRYSTAL SPRINGS Rd #1203	San Mateo	CA	94402	990000	2	2	San Mateo	1739	46847	2008				Sold					990000	5/9/14	960000	http://www.redfin.com/CA/San-Mateo/10-Crystal-Springs-Rd-94402/unit-1203/home/17307116	MLSListings Inc. (MLSLI)	81403038	Polaris Pacific	N	Y	37.564466	-122.328103	FALSE
Past Sale	Single Family Residential	526 Maple St	San Mateo	CA	94402		2	1.5	94402	1470		1945										5/8/14	1237500	http://www.redfin.com/CA/San-Mateo/526-Maple-St-94402/home/1219079				N	Y	37.558979	-122.32708	
Past Sale	Condo/Coop	30 Mounds Rd Apt 203	San Mateo	CA	94402		1	1	94402	1000		1979										5/8/14	635000	http://www.redfin.com/CA/San-Mateo/30-Mounds-Rd-94402/unit-203/home/1041038				N	Y	37.567429	-122.33287	
Past Sale	Single Family Residential	3167 Los Prados St	San Mateo	CA	94403		4	4	94403	2600		1960										5/8/14	1698000	http://www.redfin.com/CA/San-Mateo/3167-Los-Prados-St-94403/home/744642				N	Y	37.544205	-122.279305	
Past Sale	Condo/Coop	920 Beach Park Blvd #37	Foster City	CA	94404		2	2	94404	1060		1973										5/7/14	520000	http://www.redfin.com/CA/Foster-City/920-Beach-Park-Blvd-94404/unit-37/home/1635616				N	Y	37.547989	-122.259003	
Past Sale	Single Family Residential	1521 CARLISLE Dr	San Mateo	CA	94402	899000	3	2	San Mateo	2100	4500	1948	1	Garage		Sold					899000	5/8/14	989000	http://www.redfin.com/CA/San-Mateo/1521-Carlisle-Dr-94402/home/1807378	MLSListings Inc. (MLSLI)	81413923	Realty World Thompson Properties	N	Y	37.561157	-122.304604	FALSE
Past Sale	Single Family Residential	1910 PALM Ave	San Mateo	CA	94403	599000	2	1	San Mateo	1110	4000	1929	1	Garage		Sold					599000	5/8/14	695000	http://www.redfin.com/CA/San-Mateo/1910-Palm-Ave-94403/home/1181767	MLSListings Inc. (MLSLI)	81413698	Coldwell Banker	N	Y	37.55035	-122.310036	FALSE
Past Sale	Single Family Residential	1744 Washington St	San Mateo	CA	94403		3	1	94403	1050		1953										5/7/14	635000	http://www.redfin.com/CA/San-Mateo/1744-Washington-St-94403/home/1305028				N	Y	37.557232	-122.298943	
Past Sale	Single Family Residential	1942 Palm Ave	San Mateo	CA	94403		3	1	94403	990		1930										5/7/14	760000	http://www.redfin.com/CA/San-Mateo/1942-Palm-Ave-94403/home/1414933				N	Y	37.549686	-122.309303	
Past Sale	Condo/Coop	1214 Admiralty Ln	Foster City	CA	94404	499000	3	2.5	Foster City	1505		1965	2	Garage		Sold					499000	5/7/14	510000	http://www.redfin.com/CA/Foster-City/1214-Admiralty-Ln-94404/home/1148597/ebrd-40649614	East Bay Regional Data (EBRD)	40649614	Lehr Real Estate	N	Y	37.561437	-122.267213	FALSE
Past Sale	Condo/Coop	465 FATHOM Dr #106	San Mateo	CA	94404	448800	1	1	Mariners Reef	965	25067	1978	1	Garage		Sold					448800	5/7/14	480000	http://www.redfin.com/CA/San-Mateo/465-Fathom-Dr-94404/unit-106/home/1888379	MLSListings Inc. (MLSLI)	81414115	Coldwell Banker	N	Y	37.568241	-122.285378	FALSE
Past Sale	Condo/Coop	857 Balboa Ln #24	Foster City	CA	94404		2	2.5	94404	1780		1975										5/6/14	935000	http://www.redfin.com/CA/Foster-City/857-Balboa-Ln-94404/unit-24/home/974747				N	Y	37.552822	-122.270836	
Past Sale	Single Family Residential	39 De Sabla Rd	San Mateo	CA	94402		5	4	94402	2730		1948										5/6/14	1650000	http://www.redfin.com/CA/San-Mateo/39-De-Sabla-Rd-94402/home/704732				N	Y	37.56522	-122.330444	
Past Sale	Single Family Residential	36 Avila Rd	San Mateo	CA	94402		2	2.5	94402	2260		1935										5/6/14	1540000	http://www.redfin.com/CA/San-Mateo/36-Avila-Rd-94402/home/1132036				N	Y	37.556057	-122.320572	
Past Sale	Condo/Coop	35 W 20th Ave Apt 312	San Mateo	CA	94403		2	2	94403	1213		1982										5/6/14	675000	http://www.redfin.com/CA/San-Mateo/35-W-20th-Ave-94403/unit-312/home/1456614				N	Y	37.546963	-122.31115	
Past Sale	Single Family Residential	1210 S Delaware St	San Mateo	CA	94402		3	1	94402	1180		1946										5/6/14	870000	http://www.redfin.com/CA/San-Mateo/1210-S-Delaware-St-94402/home/1582089				N	Y	37.559448	-122.312073	
Past Sale	Single Family Residential	672 FATHOM Dr	San Mateo	CA	94404	1085000	3	2.5	San Mateo	1860	2484	1977				Sold					1085000	5/6/14	1175000	http://www.redfin.com/CA/San-Mateo/672-Fathom-Dr-94404/home/1132298	MLSListings Inc. (MLSLI)	81414921	NetEquity Real Estate	N	Y	37.564331	-122.28627	FALSE
Past Sale	Single Family Residential	1221 Tilia St	San Mateo	CA	94402		3	2	94402	1830		1958										5/5/14	1275000	http://www.redfin.com/CA/San-Mateo/1221-Tilia-St-94402/home/1229567				N	Y	37.550217	-122.324699	
Past Sale	Condo/Coop	1620 Vista Del Sol #8	San Mateo	CA	94404		2	2	94404	1070		1984										5/2/14	675000	http://www.redfin.com/CA/San-Mateo/1620-Vista-Del-Sol-94404/unit-8/home/978667				N	Y	37.555234	-122.2863	
Past Sale	Condo/Coop	1017 Shell Blvd Apt 2	Foster City	CA	94404		2	2	94404	994		1972										5/2/14	630000	http://www.redfin.com/CA/Foster-City/1017-Shell-Blvd-94404/unit-2/home/1594574				N	Y	37.54982	-122.263191	
Past Sale	Single Family Residential	925 S Eldorado St	San Mateo	CA	94402		3	1	94402	1210		1938										5/2/14	1015000	http://www.redfin.com/CA/San-Mateo/925-S-Eldorado-St-94402/home/1495095				N	Y	37.563282	-122.314026	
Past Sale	Condo/Coop	1128 Shoreline Dr Unit 15-3-10	San Mateo	CA	94404		1	1.5	94404	1150		1979										5/2/14	655000	http://www.redfin.com/CA/San-Mateo/1128-Shoreline-Dr-94404/unit-15-3-10/home/2041716				N	Y	37.556606	-122.291122	
Past Sale	Single Family Residential	1748 Hemlock Ave	San Mateo	CA	94401		3	2	94401	1080		1955										5/1/14	735000	http://www.redfin.com/CA/San-Mateo/1748-Hemlock-Ave-94401/home/1648036				N	Y	37.567314	-122.300819	
Past Sale	Townhouse	735 Caravel Ln	Foster City	CA	94404		3	2.5	94404	1670		1972										5/1/14	940000	http://www.redfin.com/CA/Foster-City/735-Caravel-Ln-94404/home/1051655				N	Y	37.559418	-122.264236	
Past Sale	Condo/Coop	2001 ALAMEDA DE LAS PULGAS #166	San Mateo	CA	94403	599000	3	2	San Mateo	1292	60687	1974	1	Garage		Sold					599000	5/2/14	625000	http://www.redfin.com/CA/San-Mateo/2001-Alameda-De-Las-Pulgas-94403/unit-166/home/2028170	MLSListings Inc. (MLSLI)	81414923	Coldwell Banker	N	Y	37.54665	-122.320091	FALSE
Past Sale	Single Family Residential	59 BAYWOOD Ave	San Mateo	CA	94402	1788000	3	2.5	San Mateo	2010	9180	1960	1	Garage		Sold					1788000	5/2/14	1950000	http://www.redfin.com/CA/San-Mateo/59-Baywood-Ave-94402/home/1504310	MLSListings Inc. (MLSLI)	81413745	Coldwell Banker	N	Y	37.563728	-122.329277	FALSE
Past Sale	Condo/Coop	1615 Marina Ct #89	San Mateo	CA	94403		3	1	94403	1010		1961										4/30/14	512000	http://www.redfin.com/CA/San-Mateo/1615-Marina-Ct-94403/unit-89/home/1465066				N	Y	37.551739	-122.287231	
Past Sale	Condo/Coop	2201 Admiralty Ln	Foster City	CA	94404		3	2.5	94404	1505		1965										4/30/14	585000	http://www.redfin.com/CA/Foster-City/2201-Admiralty-Ln-94404/home/2043740				N	Y	37.56144	-122.267227	
Past Sale	Condo/Coop	815 SEA SPRAY Ln #109	Foster City	CA	94404	469000	1	1	Foster City	953	621905	1981				Sold					469000	5/1/14	550000	http://www.redfin.com/CA/Foster-City/815-Sea-Spray-Ln-94404/unit-109/home/1085372	MLSListings Inc. (MLSLI)	81412838	KW Peninsula Estates	N	Y	37.55323	-122.281235	FALSE
Past Sale	Single Family Residential	249 Curlew Ct	Foster City	CA	94404		4	3	94404	2250		1965										4/30/14	1280000	http://www.redfin.com/CA/Foster-City/249-Curlew-Ct-94404/home/1051792				N	Y	37.570324	-122.263382	
Past Sale	Single Family Residential	2011 Sullivan St	San Mateo	CA	94403		3	2	94403	1280		1954										4/30/14	850000	http://www.redfin.com/CA/San-Mateo/2011-Sullivan-St-94403/home/2005125				N	Y	37.550915	-122.299309	
Past Sale	Condo/Coop	465 Fathom Dr Apt 101	San Mateo	CA	94404		1	1	94404	950		1978										4/30/14	438000	http://www.redfin.com/CA/San-Mateo/465-Fathom-Dr-94404/unit-101/home/1102850				N	Y	37.568241	-122.285378	
Past Sale	Condo/Coop	1705 Palm Ave Apt 3	San Mateo	CA	94402		1	1.5	94402	834		2007										4/30/14	453000	http://www.redfin.com/CA/San-Mateo/1705-Palm-Ave-94402/unit-3/home/17307276				N	Y	37.553223	-122.312248	
Past Sale	Single Family Residential	74 Crystal Springs Rd	San Mateo	CA	94402		4	3	94402	3730		1988										4/30/14	2000000	http://www.redfin.com/CA/San-Mateo/74-Crystal-Springs-Rd-94402/home/702234				N	Y	37.563023	-122.329369	
Past Sale	Townhouse	1452 Via Vis	San Mateo	CA	94404		2	2.5	94404	1115		1984										4/30/14	685000	http://www.redfin.com/CA/San-Mateo/1452-Via-Vis-94404/home/1176843				N	Y	37.553905	-122.286888	
Past Sale	Condo/Coop	601 Laurel Ave Apt 404	San Mateo	CA	94401		2	2	94401	1450		1992										4/30/14	750000	http://www.redfin.com/CA/San-Mateo/601-Laurel-Ave-94401/unit-404/home/964788				N	Y	37.562622	-122.320808	
Past Sale	Condo/Coop	845 Balboa Ln #18	Foster City	CA	94404		3	2.5	94404	2140		1975										4/30/14	1056000	http://www.redfin.com/CA/Foster-City/845-Balboa-Ln-94404/unit-18/home/1137783				N	Y	37.552822	-122.270836	
Past Sale	Townhouse	889 Ursa Ln #6	Foster City	CA	94404		2	2.5	94404	1603		1977										4/28/14	800000	http://www.redfin.com/CA/Foster-City/889-Ursa-Ln-94404/unit-6/home/1703323				N	Y	37.546589	-122.271416	
Past Sale	Single Family Residential	899 constitution Dr	Foster City	CA	94404	1098000	4	2	Foster City	1700	5952	1964	2			Sold					1098000	4/29/14	1230000	http://www.redfin.com/CA/Foster-City/899-Constitution-Dr-94404/home/927594/sfarmls-418273	San Francisco Association of Realtors (SFARMLS)	418273	Fog Horn Realty	N	Y	37.558624	-122.258537	FALSE
Past Sale	Single Family Residential	430 BEACH PARK Blvd	Foster City	CA	94404	1345888	4	3	Neigh 3	2381	5225	1972	1	Garage		Sold					1345888	4/29/14	1540000	http://www.redfin.com/CA/Foster-City/430-Beach-Park-Blvd-94404/home/1553798	MLSListings Inc. (MLSLI)	81413813	Alain Pinel Realtors	N	Y	37.544971	-122.273659	FALSE
Past Sale	Condo/Coop	700 PROMONTORY POINT Ln #1103	Foster City	CA	94404	1050000	3	2.5	Promontory Point	2421	346066	1990	1	Garage		Sold					975000	4/25/14	1035000	http://www.redfin.com/CA/Foster-City/700-Promontory-Point-Ln-94404/unit-1103/home/1345380	MLSListings Inc. (MLSLI)	81401656	"Edward K. Baldwin, Broker"	N	Y	37.550041	-122.283516	FALSE
Past Sale	Condo/Coop	1 Baldwin Ave Apt 412	San Mateo	CA	94401		1	1	94401	1000		1988										4/24/14	448000	http://www.redfin.com/CA/San-Mateo/1-Baldwin-Ave-94401/unit-412/home/1353979				N	Y	37.566093	-122.327995	
Past Sale	Single Family Residential	727 Folkstone Ave	San Mateo	CA	94402		3	1	94402	1120		1948										4/22/14	991000	http://www.redfin.com/CA/San-Mateo/727-Folkstone-Ave-94402/home/1724804				N	Y	37.560257	-122.307915	
Past Sale	Single Family Residential	1744 Ivy St	San Mateo	CA	94402		2	1	94402	1460		1935										4/22/14	750000	http://www.redfin.com/CA/San-Mateo/1744-Ivy-St-94402/home/719098				N	Y	37.551556	-122.312546	
Past Sale	Single Family Residential	1329 Cleveland Ave	San Mateo	CA	94403		3	2	94403	1540		1954										4/22/14	775000	http://www.redfin.com/CA/San-Mateo/1329-Cleveland-Ave-94403/home/723958				N	Y	37.556919	-122.296341	
Past Sale	Single Family Residential	143 11th Ave	San Mateo	CA	94401		3	1	94401	1800		1910										4/22/14	1270000	http://www.redfin.com/CA/San-Mateo/143-11th-Ave-94401/home/712575				N	Y	37.558758	-122.316391	
Past Sale	Condo/Coop	320 Elm St Apt 305	San Mateo	CA	94401		1	1	94401	1040		1982										4/23/14	438000	http://www.redfin.com/CA/San-Mateo/320-Elm-St-94401/unit-305/home/977875				N	Y	37.570843	-122.332367	
Past Sale	Condo/Coop	50 MOUNDS Rd #509	San Mateo	CA	94402	975000	2	2	San Mateo	2036	171751	1973	1	Garage		Sold					975000	4/21/14	975000	http://www.redfin.com/CA/San-Mateo/50-Mounds-Rd-94402/unit-509/home/1985630	MLSListings Inc. (MLSLI)	81413152	Alain Pinel Realtors	N	Y	37.566673	-122.332588	FALSE
Past Sale	Condo/Coop	601 Laurel Ave Apt 604	San Mateo	CA	94401		2	2	94401	1450		1992										4/21/14	750000	http://www.redfin.com/CA/San-Mateo/601-Laurel-Ave-94401/unit-604/home/1288492				N	Y	37.562622	-122.320808	
Past Sale	Condo/Coop	106 W 3rd Ave Apt 8	San Mateo	CA	94402		0	1	94402	700		1929										4/21/14	420000	http://www.redfin.com/CA/San-Mateo/106-W-3rd-Ave-94402/unit-8/home/2043588				N	Y	37.56184	-122.328087	
Past Sale	Single Family Residential	715 Tulane Ct	San Mateo	CA	94402		3	3	94402	1580		1952										4/21/14	1680000	http://www.redfin.com/CA/San-Mateo/715-Tulane-Ct-94402/home/2054124				N	Y	37.553505	-122.33757	
Past Sale	Condo/Coop	814 N Delaware St Apt 305	San Mateo	CA	94401		1	1	94401	693		1965										4/21/14	385000	http://www.redfin.com/CA/San-Mateo/814-N-Delaware-St-94401/unit-305/home/17308739				N	Y	37.563377	-122.316383	
Past Sale	Condo/Coop	50 MOUNDS Rd #501	San Mateo	CA	94402	950000	2	2	San Mateo	2076	171751	1973	1	Garage		Sold					950000	4/21/14	910000	http://www.redfin.com/CA/San-Mateo/50-Mounds-Rd-94402/unit-501/home/967674	MLSListings Inc. (MLSLI)	81400629	Green Banker Realty	N	Y	37.566673	-122.332588	FALSE
Past Sale	Condo/Coop	860 MERIDIAN BAY Ln #340	Foster City	CA	94404	650000	2	2	Meridian Bay	1350	206123	1999	1	Garage		Sold					650000	4/21/14	700000	http://www.redfin.com/CA/Foster-City/860-Meridian-Bay-Ln-94404/unit-340/home/994840	MLSListings Inc. (MLSLI)	81410842	Coldwell Banker-Burlingame	N	Y	37.554264	-122.2789	FALSE
