SALE TYPE	HOME TYPE	ADDRESS	CITY	STATE	ZIP	LIST PRICE	BEDS	BATHS	LOCATION	SQFT	LOT SIZE	YEAR BUILT	PARKING SPOTS	PARKING TYPE	DAYS ON MARKET	STATUS	NEXT OPEN HOUSE DATE	NEXT OPEN HOUSE START TIME	NEXT OPEN HOUSE END TIME	RECENT REDUCTION DATE	ORIGINAL LIST PRICE	LAST SALE DATE	LAST SALE PRICE	URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING)	SOURCE	LISTING ID	ORIGINAL SOURCE	FAVORITE	INTERESTED	LATITUDE	LONGITUDE	IS SHORT SALE
Past Sale	Condo/Coop	109 HARBOR SEAL Ct	San Mateo	CA	94404	730000	1	1.5	HARBORTOWN	1150	109700	1979	1	Garage		Sold					730000	7/30/14	730000	http://www.redfin.com/CA/San-Mateo/109-Harbor-Seal-Ct-94404/home/1997049	MLSListings Inc. (MLSLI)	81425080	Alain Pinel Realtors	N	Y	37.556931	-122.289413	FALSE
Past Sale	Single Family Residential	1568 LODI Ave	San Mateo	CA	94401	699000	3	2	San Mateo	1010	5500	1955				Sold					699000	7/30/14	748888	http://www.redfin.com/CA/San-Mateo/1568-Lodi-Ave-94401/home/1504603	MLSListings Inc. (MLSLI)	81426706	Century 21 Realty Alliance	N	Y	37.562729	-122.298119	FALSE
Past Sale	Condo/Coop	908 Beach Park Blvd Apt 117	Foster City	CA	94404		2	2	94404	1087		1973										7/29/14	625000	http://www.redfin.com/CA/Foster-City/908-Beach-Park-Blvd-94404/unit-117/home/1447143				N	Y	37.547989	-122.259003	
Past Sale	Single Family Residential	1152 Wayne Way	San Mateo	CA	94403		3	2.5	94403	1690		2000										7/28/14	852000	http://www.redfin.com/CA/San-Mateo/1152-Wayne-Way-94403/home/1010564				N	Y	37.547859	-122.292221	
Past Sale	Single Family Residential	651 ALTAIR Ave	Foster City	CA	94404	1149000	3	2	Foster City	1460	6555	1969	1	Garage		Sold				7/20/14	1198000	7/29/14	1149000	http://www.redfin.com/CA/Foster-City/651-Altair-Ave-94404/home/934369	MLSListings Inc. (MLSLI)	81422928	Better Homes and Gardens Real Estate J.F. Finnegan	N	Y	37.55172	-122.278893	FALSE
Past Sale	Single Family Residential	678 CONNIE Ave	San Mateo	CA	94402	835000	3	2	San Mateo	1400	5500	1956	1	Garage		Sold					835000	7/29/14	913000	http://www.redfin.com/CA/San-Mateo/678-Connie-Ave-94402/home/723420	MLSListings Inc. (MLSLI)	81426134	Coldwell Banker	N	Y	37.555256	-122.303635	FALSE
Past Sale	Condo/Coop	119 E SANTA INEZ Ave	San Mateo	CA	94401	848000	3	2.5	San Mateo	1750	8012	1981	1	Garage		Sold					848000	7/29/14	903000	http://www.redfin.com/CA/San-Mateo/119-E-Santa-Inez-Ave-94401/unit-1/home/1628123	MLSListings Inc. (MLSLI)	81425873	Rogers & Associates	N	Y	37.570766	-122.331696	FALSE
Past Sale	Single Family Residential	1432 NORTON St	San Mateo	CA	94401	735000	3	1	San Mateo	1200	6350	1953	1	Garage		Sold				6/26/14	693000	7/27/14	735000	http://www.redfin.com/CA/San-Mateo/1432-Norton-St-94401/home/719804	MLSListings Inc. (MLSLI)	81418898	Keller Williams San Carlos	N	Y	37.561974	-122.303551	FALSE
Past Sale	Single Family Residential	126 FLYING MIST Isle	Foster City	CA	94404	1398000	4	2	Foster City	2500	7991	1966				Sold					1398000	7/28/14	1350000	http://www.redfin.com/CA/Foster-City/126-Flying-Mist-Isle-94404/home/1916975	MLSListings Inc. (MLSLI)	81422394	KW Peninsula Estates	N	Y	37.562809	-122.258781	FALSE
Past Sale	Single Family Residential	2304 FLORES St	San Mateo	CA	94403	775000	3	2	San Mateo Villa Park	1310	5480	1935				Sold					775000	7/28/14	907000	http://www.redfin.com/CA/San-Mateo/2304-Flores-St-94403/home/1951815	MLSListings Inc. (MLSLI)	81425359	"Clay Herman Realtor, Inc."	N	Y	37.545029	-122.308212	FALSE
Past Sale	Condo/Coop	902 BEACH PARK Blvd #134	Foster City	CA	94404	595000	2	2	Foster City	1060	394588	1973				Sold					595000	7/27/14	645000	http://www.redfin.com/CA/Foster-City/902-Beach-Park-Blvd-94404/unit-134/home/970546	MLSListings Inc. (MLSLI)	81425724	W. J. Britton & Company	N	Y	37.547989	-122.259003	FALSE
Past Sale	Condo/Coop	425 N El Camino Real Apt 207	San Mateo	CA	94401		2	2	94401	1330		1981										7/25/14	570000	http://www.redfin.com/CA/San-Mateo/425-N-El-Camino-Real-94401/unit-207/home/1712698				N	Y	37.570084	-122.336441	
Past Sale	Single Family Residential	676 Matsonia Dr	Foster City	CA	94404		3	2	94404	1720		1969										7/25/14	1360000	http://www.redfin.com/CA/Foster-City/676-Matsonia-Dr-94404/home/2037940				N	Y	37.564178	-122.26416	
Past Sale	Townhouse	886 WHARFSIDE Rd	San Mateo	CA	94404	950000	3	2	San Mateo	1625	1900	1979	1	Garage		Sold					950000	7/26/14	1150000	http://www.redfin.com/CA/San-Mateo/886-Wharfside-Rd-94404/unit-5-2-3/home/2054617	MLSListings Inc. (MLSLI)	81426597	KW Peninsula Estates	N	Y	37.559498	-122.288673	FALSE
Past Sale	Townhouse	875 Erickson Ln	Foster City	CA	94404		3	2.5	94404	1380		1973										7/24/14	950000	http://www.redfin.com/CA/Foster-City/875-Erickson-Ln-94404/home/1455794				N	Y	37.549984	-122.267845	
Past Sale	Single Family Residential	140 13th Ave	San Mateo	CA	94402		2	2	94402	1410		1925										7/23/14	1302500	http://www.redfin.com/CA/San-Mateo/140-13th-Ave-94402/home/2053186				N	Y	37.557014	-122.314659	
Past Sale	Condo/Coop	4204 Admiralty Ln	Foster City	CA	94404		2	1.5	94404	998		1965										7/22/14	393500	http://www.redfin.com/CA/Foster-City/4204-Admiralty-Ln-94404/home/1217369				N	Y	37.56144	-122.267227	
Past Sale	Condo/Coop	688 Mariners Island Blvd #202	San Mateo	CA	94404	309888	0	1	San Mateo	548		1968	1	Garage		Sold					309888	7/24/14	335000	http://www.redfin.com/CA/San-Mateo/688-Mariners-Island-Blvd-94404/unit-202/home/1030376/sfarmls-421899	San Francisco Association of Realtors (SFARMLS)	421899	Alain Pinel Realtors	N	Y	37.564003	-122.285355	FALSE
Past Sale	Condo/Coop	249 Elm St #105	San Mateo	CA	94401	499999	2	2	San Mateo	1060		1975	2			Sold					499999	7/24/14	520000	http://www.redfin.com/CA/San-Mateo/249-Elm-St-94401/unit-5/home/1826032/sfarmls-422072	San Francisco Association of Realtors (SFARMLS)	422072		N	Y	37.569767	-122.332283	FALSE
Past Sale	Townhouse	1167 SHORELINE Dr	San Mateo	CA	94404	838000	2	2.5	Harbortown	1555	109700	1979	1	Garage		Sold					838000	7/24/14	838000	http://www.redfin.com/CA/San-Mateo/1167-Shoreline-Dr-94404/unit-19-2-5/home/977048	MLSListings Inc. (MLSLI)	81424801	Today Sothebys International Realty	N	Y	37.556931	-122.289413	FALSE
Past Sale	Single Family Residential	529 HOBART Ave	San Mateo	CA	94402	899000	2	1	San Mateo	1000	5044	1942	1	Garage		Sold					899000	7/24/14	988800	http://www.redfin.com/CA/San-Mateo/529-Hobart-Ave-94402/home/1369318	MLSListings Inc. (MLSLI)	81425651	Alain Pinel Realtors	N	Y	37.550362	-122.325417	FALSE
Past Sale	Condo/Coop	231 N EL CAMINO REAL #101	San Mateo	CA	94401	380000	1	1	San Mateo	625	16946	1993	1	Garage		Sold					380000	7/24/14	400000	http://www.redfin.com/CA/San-Mateo/231-N-El-Camino-Real-94401/unit-101/home/1279263	MLSListings Inc. (MLSLI)	81425248	Clarin Realty Inc	N	Y	37.568428	-122.33313	FALSE
Past Sale	Single Family Residential	1556 Cottage Grove Ave	San Mateo	CA	94401		4	2	94401	1800		1951										7/22/14	978000	http://www.redfin.com/CA/San-Mateo/1556-Cottage-Grove-Ave-94401/home/1966834				N	Y	37.568859	-122.30471	
Past Sale	Condo/Coop	114 24TH Ave #3	San Mateo	CA	94403	423000	1	1	San Mateo	841	13507	1980	1	Garage		Sold					423000	7/23/14	457000	http://www.redfin.com/CA/San-Mateo/114-24th-Ave-94403/unit-3/home/1216743	MLSListings Inc. (MLSLI)	81424702	Coldwell Banker-Burlingame	N	Y	37.544621	-122.308289	FALSE
Past Sale	Condo/Coop	7105 ADMIRALTY Ln	Foster City	CA	94404	588000	3	2	Foster City	1496	432988	1965	1	Garage		Sold					588000	7/23/14	640000	http://www.redfin.com/CA/Foster-City/7105-Admiralty-Ln-94404/home/2021145	MLSListings Inc. (MLSLI)	81424754	Coldwell Banker-San Carlos	N	Y	37.561437	-122.267213	FALSE
Past Sale	Condo/Coop	324 CATALPA St #306	San Mateo	CA	94401	218000	0	1	San Mateo	390	27645	1983	1	Garage		Sold				7/15/14	238000	7/22/14	227000	http://www.redfin.com/CA/San-Mateo/324-Catalpa-St-94401/unit-306/home/1899871	MLSListings Inc. (MLSLI)	81422696	Landmark Real Estate Services	N	Y	37.569878	-122.326714	FALSE
Past Sale	Condo/Coop	6102 ADMIRALTY Ln	Foster City	CA	94404	333000	1	1	Foster City	748	432988	1965				Sold					333000	7/22/14	365000	http://www.redfin.com/CA/Foster-City/6102-Admiralty-Ln-94404/home/2041855	MLSListings Inc. (MLSLI)	81424597	Sequoia Realty Services	N	Y	37.561437	-122.267213	FALSE
Past Sale	Single Family Residential	2650 Foster St	San Mateo	CA	94403		4	2	94403	1250		1957										7/18/14	555000	http://www.redfin.com/CA/San-Mateo/2650-Foster-St-94403/home/1966886				N	Y	37.547291	-122.288635	
Past Sale	Townhouse	1149 Shoreline Dr Unit 18-1-1	San Mateo	CA	94404		3	2.5	94404	2100		1979										7/18/14	1185000	http://www.redfin.com/CA/San-Mateo/1149-Shoreline-Dr-94404/unit-18-1-1/home/1224550				N	Y	37.555988	-122.289902	
Past Sale	Townhouse	863 Cabot Ln	Foster City	CA	94404		3	2.5	94404	1640		1974										7/18/14	935000	http://www.redfin.com/CA/Foster-City/863-Cabot-Ln-94404/home/2054533				N	Y	37.550533	-122.267212	
Past Sale	Townhouse	1108 Balclutha Dr	Foster City	CA	94404		2	2.5	94404	1327		1987										7/18/14	795000	http://www.redfin.com/CA/Foster-City/1108-Balclutha-Dr-94404/home/1847737				N	Y	37.559799	-122.265266	
Past Sale	Townhouse	700 King Ln	Foster City	CA	94404		3	2	94404	1350		1975										7/18/14	925000	http://www.redfin.com/CA/Foster-City/700-King-Ln-94404/home/2053671				N	Y	37.543938	-122.263206	
Past Sale	Townhouse	838 ANDROMEDA Ln Unit B3	Foster City	CA	94404	850000	3	2.5	Isle Cove	1618	95924	1977				Sold					850000	7/19/14	980000	http://www.redfin.com/CA/Foster-City/838-Andromeda-Ln-94404/unit-B3/home/1938555	MLSListings Inc. (MLSLI)	81424665	Coldwell Banker	N	Y	37.549294	-122.272552	FALSE
Past Sale	Condo/Coop	644 PORTOFINO Ln	Foster City	CA	94404	825000	2	2	Foster City	1490	224919	1975				Sold					825000	7/18/14	995240	http://www.redfin.com/CA/Foster-City/644-Portofino-Ln-94404/unit-34/home/1858866	MLSListings Inc. (MLSLI)	81424643	Coldwell Banker	N	Y	37.552361	-122.272011	FALSE
Past Sale	Single Family Residential	200 MAINSAIL Ct	Foster City	CA	94404	1268000	4	2	Foster City	1980	5540	1967	1	Garage		Sold					1268000	7/18/14	1455000	http://www.redfin.com/CA/Foster-City/200-Mainsail-Ct-94404/home/1943673	MLSListings Inc. (MLSLI)	81424652	Intero Real Estate Services	N	Y	37.551003	-122.259117	FALSE
Past Sale	Single Family Residential	436 CORNELL Ave	San Mateo	CA	94402	2595000	4	4.5	San Mateo	3400	8900	1953				Sold					2595000	7/16/14	2471000	http://www.redfin.com/CA/San-Mateo/436-Cornell-Ave-94402/home/1532807	MLSListings Inc. (MLSLI)	81415262	Lamorinda Real Estate Company	N	Y	37.556995	-122.334381	FALSE
Past Sale	Condo/Coop	177 N EL CAMINO REAL #22	San Mateo	CA	94401	388000	1	1	El cerrito	710	107195	1949	1	Garage		Sold					388000	7/16/14	388800	http://www.redfin.com/CA/San-Mateo/177-N-El-Camino-Real-94401/unit-22/home/1216596	MLSListings Inc. (MLSLI)	81421183	Reliance Realty Group	N	Y	37.567635	-122.332176	FALSE
Past Sale	Condo/Coop	1021 SHORELINE Dr	San Mateo	CA	94404	749000	2	2	Harbortown	1165	1335	1979	1	Garage		Sold					749000	7/16/14	755000	http://www.redfin.com/CA/San-Mateo/1021-Shoreline-Dr-94404/unit-28-3-11/home/1419755	MLSListings Inc. (MLSLI)	81423116	Today Sothebys International Realty	N	Y	37.557747	-122.290512	FALSE
Past Sale	Single Family Residential	514 S Delaware St	San Mateo	CA	94402		2	1	94402	1150		1922										7/15/14	672500	http://www.redfin.com/CA/San-Mateo/514-S-Delaware-St-94402/home/1919034				N	Y	37.565224	-122.318405	
Past Sale	Condo/Coop	904 Beach Park Blvd #121	Foster City	CA	94404		2	2	94404	1060		1973										7/15/14	670000	http://www.redfin.com/CA/Foster-City/904-Beach-Park-Blvd-94404/unit-121/home/1852585				N	Y	37.547989	-122.259003	
Past Sale	Condo/Coop	3055 Los Prados St Apt 235	San Mateo	CA	94403		2	2	94403	956		1963										7/15/14	428000	http://www.redfin.com/CA/San-Mateo/3055-Los-Prados-St-94403/unit-235/home/2050855				N	Y	37.545338	-122.282127	
Past Sale	Single Family Residential	926 FLEETWOOD Dr	San Mateo	CA	94402	749000	2	1	San Mateo	1010	5850	1948	1	Garage		Sold					749000	7/15/14	863000	http://www.redfin.com/CA/San-Mateo/926-Fleetwood-Dr-94402/home/1782563	MLSListings Inc. (MLSLI)	81423860	8z Real Estate	N	Y	37.561237	-122.307755	FALSE
Past Sale	Single Family Residential	1705 Eisenhower St	San Mateo	CA	94403		3	2	94403	1300		1955										7/11/14	930000	http://www.redfin.com/CA/San-Mateo/1705-Eisenhower-St-94403/home/1973188				N	Y	37.559784	-122.296143	
Past Sale	Condo/Coop	40 W 3rd Ave Apt 704	San Mateo	CA	94402		2	2	94402	2400		1980										7/11/14	1680000	http://www.redfin.com/CA/San-Mateo/40-W-3rd-Ave-94402/unit-704/home/2033083				N	Y	37.562527	-122.327156	
Past Sale	Condo/Coop	6106 Admiralty Ln	Foster City	CA	94404		1	1	94404	748		1965										7/11/14	350500	http://www.redfin.com/CA/Foster-City/6106-Admiralty-Ln-94404/home/999872				N	Y	37.561437	-122.267213	
Past Sale	Condo/Coop	1518 Lago St Apt 204	San Mateo	CA	94403		2	2	94403	889		1963										7/11/14	425000	http://www.redfin.com/CA/San-Mateo/1518-Lago-St-94403/unit-204/home/1602971				N	Y	37.545479	-122.28373	
Past Sale	Single Family Residential	535 Starboard Dr	San Mateo	CA	94404		3	2.5	94404	1580		1967										7/14/14	1207500	http://www.redfin.com/CA/San-Mateo/535-Starboard-Dr-94404/home/724943				N	Y	37.568546	-122.290092	
Past Sale	Condo/Coop	324 CATALPA St #218	San Mateo	CA	94401	199000	0	1	San Mateo	390	27645	1983	1	Garage		Sold					199000	7/14/14	220000	http://www.redfin.com/CA/San-Mateo/324-Catalpa-St-94401/unit-218/home/1888480	MLSListings Inc. (MLSLI)	81422354	Alain Pinel Realtors	N	Y	37.569878	-122.326714	FALSE
Past Sale	Single Family Residential	701 S NORFOLK St	San Mateo	CA	94401	699000	4	2	San Mateo	1590	5800	1949				Sold				7/18/14	699000	7/11/14	828000	http://www.redfin.com/CA/San-Mateo/701-S-Norfolk-St-94401/home/1615217	MLSListings Inc. (MLSLI)	81418685	BHG J.F. Finnegan Realtors	N	Y	37.570549	-122.308113	FALSE
Past Sale	Single Family Residential	249 Puffin Ct	Foster City	CA	94404		3	2	94404	1840		1965										7/10/14	1180000	http://www.redfin.com/CA/Foster-City/249-Puffin-Ct-94404/home/1507841				N	Y	37.570713	-122.259293	
Past Sale	Single Family Residential	29 Creekside Ln	San Mateo	CA	94401		3	3.5	94401	1250		2002										7/10/14	900000	http://www.redfin.com/CA/San-Mateo/29-Creekside-Ln-94401/home/1006564				N	Y	37.570263	-122.317635	
Past Sale	Condo/Coop	490 Mariners Island Blvd Apt 319	San Mateo	CA	94404		1	1	94404	950		1978										7/10/14	470000	http://www.redfin.com/CA/San-Mateo/490-Mariners-Island-Blvd-94404/unit-319/home/975207				N	Y	37.567299	-122.284843	
Past Sale	Condo/Coop	1518 Lago St Apt 102	San Mateo	CA	94403		2	2	94403	889		1963										7/10/14	501000	http://www.redfin.com/CA/San-Mateo/1518-Lago-St-94403/unit-102/home/2054627				N	Y	37.545479	-122.28373	
Past Sale	Townhouse	2044 S DELAWARE St	San Mateo	CA	94403	599888	2	1	San Mateo	1031	52514	1993	1	Garage		Sold					599888	7/10/14	630000	http://www.redfin.com/CA/San-Mateo/2044-S-Delaware-St-94403/home/965820	MLSListings Inc. (MLSLI)	81422771	Alain Pinel Realtors	N	Y	37.549801	-122.305794	FALSE
Past Sale	Condo/Coop	1 Baldwin Ave Apt 610	San Mateo	CA	94401		2	2	94401	1300		1988										7/9/14	785000	http://www.redfin.com/CA/San-Mateo/1-Baldwin-Ave-94401/unit-610/home/1954377				N	Y	37.566093	-122.327995	
Past Sale	Condo/Coop	1 Baldwin Ave Apt 515	San Mateo	CA	94401		1	1	94401	800		1988										7/9/14	364500	http://www.redfin.com/CA/San-Mateo/1-Baldwin-Ave-94401/unit-515/home/1019190				N	Y	37.566093	-122.327995	
Past Sale	Townhouse	2271 ARMADA Way	San Mateo	CA	94404	690000	2	2.5	San Mateo	1223	74382	1979				Sold					690000	7/8/14	700000	http://www.redfin.com/CA/San-Mateo/2271-Armada-Way-94404/unit-9-3/home/1041118	MLSListings Inc. (MLSLI)	81424326	Today Sothebys International Realty	N	Y	37.562164	-122.288666	FALSE
Past Sale	Single Family Residential	1669 S NORFOLK St	San Mateo	CA	94403	669000	3	2	San Mateo	1220	5200	1954				Sold					669000	7/8/14	675000	http://www.redfin.com/CA/San-Mateo/1669-S-Norfolk-St-94403/home/724330	MLSListings Inc. (MLSLI)	81422496	Montclair Real Estate Services	N	Y	37.561314	-122.29863	FALSE
Past Sale	Single Family Residential	250 BRIDGE Rd	Hillsborough	CA	94010	2695000	4	4	Hillsborough	3250	16988	1946				Sold					2695000	7/9/14	2695000	http://www.redfin.com/CA/Hillsborough/250-Bridge-Rd-94010/home/1107403	MLSListings Inc. (MLSLI)	81424506	Capital Realty Group	N	Y	37.56044	-122.338959	FALSE
Past Sale	Single Family Residential	1511 PALM Ave	San Mateo	CA	94402	1100000	3	2.5	San Mateo	1720	5200	1925	1	Garage		Sold					1100000	7/9/14	1115000	http://www.redfin.com/CA/San-Mateo/1511-Palm-Ave-94402/home/1914740	MLSListings Inc. (MLSLI)	81422653	"I Star Properties, Inc."	N	Y	37.554974	-122.313919	FALSE
Past Sale	Single Family Residential	241 Gramercy Dr	San Mateo	CA	94402		3	2	94402	1950		1952										7/7/14	1620000	http://www.redfin.com/CA/San-Mateo/241-Gramercy-Dr-94402/home/702866				N	Y	37.568039	-122.334427	
Past Sale	Townhouse	606 S Humboldt St	San Mateo	CA	94402		2	1.5	94402	985		1968										7/3/14	490000	http://www.redfin.com/CA/San-Mateo/606-S-Humboldt-St-94402/home/1206075				N	Y	37.567413	-122.314407	
Past Sale	Townhouse	808 CENTAURUS Ln	Foster City	CA	94404	789000	3	2.5	Isle Cove	1618	64801	1978	1	Garage		Sold					789000	7/6/14	900000	http://www.redfin.com/CA/Foster-City/808-Centaurus-Ln-94404/unit-14/home/1491035	MLSListings Inc. (MLSLI)	81422965	Alain Pinel Realtors	N	Y	37.546574	-122.271855	FALSE
Past Sale	Condo/Coop	1206 ADMIRALTY Ln	Foster City	CA	94404	560000	3	2.5	Foster City	1505	432988	1965				Sold					560000	7/6/14	560000	http://www.redfin.com/CA/Foster-City/1206-Admiralty-Ln-94404/home/2058446	MLSListings Inc. (MLSLI)	81424237	"Jean C Hung, Broker"	N	Y	37.561437	-122.267213	FALSE
Past Sale	Single Family Residential	825 W GRANT Pl	San Mateo	CA	94402	770000	2	2	San Mateo	1270	4940	1939	1	Garage		Sold					770000	7/5/14	908000	http://www.redfin.com/CA/San-Mateo/825-W-Grant-Pl-94402/home/2038903	MLSListings Inc. (MLSLI)	81422865	KW Peninsula Estates	N	Y	37.562504	-122.311867	FALSE
Past Sale	Single Family Residential	289 SURFBIRD Isle	Foster City	CA	94404	1495000	4	2.5	Neighborhood 2	2150	8000	1974	1	Garage		Sold					1495000	7/3/14	1700000	http://www.redfin.com/CA/Foster-City/289-Surfbird-Isle-94404/home/928417	MLSListings Inc. (MLSLI)	81421974	Today Sothebys International Realty	N	Y	37.566429	-122.264366	FALSE
Past Sale	Single Family Residential	955 Rosewood Dr	San Mateo	CA	94401		3	2	94401	2100		1951										7/2/14	1150000	http://www.redfin.com/CA/San-Mateo/955-Rosewood-Dr-94401/home/714229				N	Y	37.560192	-122.317017	
Past Sale	Condo/Coop	815 Sea Spray Ln #103	Foster City	CA	94404	699800	2	2	Foster City	1233		1981	1			Sold					699800	7/2/14	789100	http://www.redfin.com/CA/Foster-City/815-Sea-Spray-Ln-94404/unit-103/home/982156/sfarmls-421320	San Francisco Association of Realtors (SFARMLS)	421320	"I Star Properties, Inc."	N	Y	37.55323	-122.281235	FALSE
Past Sale	Single Family Residential	905 SUNNYBRAE Blvd	San Mateo	CA	94402	899000	3	2	Sunnybrae	1290	4500	1946	1	Garage		Sold					899000	7/2/14	1025000	http://www.redfin.com/CA/San-Mateo/905-Sunnybrae-Blvd-94402/home/2016706	MLSListings Inc. (MLSLI)	81422391	Coldwell Banker	N	Y	37.560852	-122.309113	FALSE
Past Sale	Condo/Coop	10 9TH Ave #101	San Mateo	CA	94401	810000	2	2	San Mateo	1731	30625	1983				Sold					810000	7/2/14	765000	http://www.redfin.com/CA/San-Mateo/10-9th-Ave-94401/unit-101/home/1093683	MLSListings Inc. (MLSLI)	81422271	Realty World-Homesellers.Com	N	Y	37.559383	-122.320801	FALSE
Past Sale	Condo/Coop	425 N El Camino Real Apt 308	San Mateo	CA	94401		2	2	94401	1356		1981										7/1/14	585000	http://www.redfin.com/CA/San-Mateo/425-N-El-Camino-Real-94401/unit-308/home/1627964				N	Y	37.570084	-122.336441	
Past Sale	Condo/Coop	3106 Admiralty Ln	Foster City	CA	94404		1	1	94404	748		1965										7/1/14	345000	http://www.redfin.com/CA/Foster-City/3106-Admiralty-Ln-94404/home/2030675				N	Y	37.561437	-122.267213	
Past Sale	Townhouse	1216 Beacon Ave #1	San Mateo	CA	94401		3	2.5	94401	1570		2002										7/1/14	690000	http://www.redfin.com/CA/San-Mateo/1216-Beacon-Ave-94401/unit-1/home/2055786				N	Y	37.569901	-122.312073	
Past Sale	Single Family Residential	1757 Van Buren St	San Mateo	CA	94403		3	2	94403	1300		1955										7/1/14	840000	http://www.redfin.com/CA/San-Mateo/1757-Van-Buren-St-94403/home/718899				N	Y	37.564686	-122.296791	
Past Sale	Condo/Coop	3201 Admiralty Ln	Foster City	CA	94404		2	1.5	94404	998		1965										6/30/14	435000	http://www.redfin.com/CA/Foster-City/3201-Admiralty-Ln-94404/home/1410722				N	Y	37.561437	-122.267213	
Past Sale	Condo/Coop	10 CRYSTAL SPRINGS Rd #1404	San Mateo	CA	94402	1025000	2	2	San Mateo	1732	46847	2008				Sold					1025000	6/30/14	1025000	http://www.redfin.com/CA/San-Mateo/10-Crystal-Springs-Rd-94402/unit-1404/home/17307343	MLSListings Inc. (MLSLI)	81405578	Polaris Pacific	N	Y	37.564466	-122.328103	FALSE
Past Sale	Condo/Coop	1091 Shell Blvd Apt 12	Foster City	CA	94404		2	2	94404	1042		1972										6/27/14	651000	http://www.redfin.com/CA/Foster-City/1091-Shell-Blvd-94404/unit-12/home/1400632				N	Y	37.54982	-122.263191	
Past Sale	Townhouse	2001 ALAMEDA DE LAS PULGAS #181	San Mateo	CA	94403	645000	3	2	San Mateo	1292	60687	1974				Sold					645000	6/28/14	645000	http://www.redfin.com/CA/San-Mateo/2001-Alameda-De-Las-Pulgas-94403/unit-181/home/1519660	MLSListings Inc. (MLSLI)	81423235	Century 21 Realty Alliance	N	Y	37.54665	-122.320091	FALSE
Past Sale	Townhouse	1367 Wayne Way	San Mateo	CA	94403	895000	3	2.5	San Mateo	1752		2003	2			Sold					895000	6/27/14	930000	http://www.redfin.com/CA/San-Mateo/1367-Wayne-Way-94403/home/1338500/sfarmls-419366	San Francisco Association of Realtors (SFARMLS)	419366	Prudential California Realty	N	Y	37.546631	-122.29071	FALSE
Past Sale	Townhouse	1221 Wayne Way #6006	San Mateo	CA	94403		2	2.5	94403	1540		2003										6/26/14	775000	http://www.redfin.com/CA/San-Mateo/1221-Wayne-Way-94403/unit-6006/home/1655688				N	Y	37.547459	-122.291382	
Past Sale	Condo/Coop	55 W 20TH Ave #206	San Mateo	CA	94403	599000	2	2	Beresford Manor	1213	122501	1982	1	Garage		Sold				6/19/14	610000	6/27/14	590000	http://www.redfin.com/CA/San-Mateo/55-W-20th-Ave-94403/unit-206/home/1176446	MLSListings Inc. (MLSLI)	81416264	Alain Pinel Realtors	N	Y	37.546963	-122.31115	FALSE
Past Sale	Condo/Coop	3125 Los Prados St Apt 4	San Mateo	CA	94403		1	1	94403	675		1959										6/26/14	365000	http://www.redfin.com/CA/San-Mateo/3125-Los-Prados-St-94403/unit-4/home/1187053				N	Y	37.545071	-122.280304	
Past Sale	Condo/Coop	1637 Via Laguna #2	San Mateo	CA	94404		1	1	94404	765		1984										6/26/14	442000	http://www.redfin.com/CA/San-Mateo/1637-Via-Laguna-94404/unit-2/home/978299				N	Y	37.555054	-122.285263	
Past Sale	Single Family Residential	503 BERMUDA Dr	San Mateo	CA	94403	810000	3	2	San Mateo	1240	5300	1954				Sold					810000	6/27/14	880000	http://www.redfin.com/CA/San-Mateo/503-Bermuda-Dr-94403/home/1442702	MLSListings Inc. (MLSLI)	81422221	Coldwell Banker	N	Y	37.551418	-122.303902	FALSE
Past Sale	Single Family Residential	989 De Soto Ln	Foster City	CA	94404		4	2.5	94404	2760		1977										6/25/14	1000000	http://www.redfin.com/CA/Foster-City/989-De-Soto-Ln-94404/home/2057603				N	Y	37.553162	-122.268913	
Past Sale	Condo/Coop	1951 OFARRELL St #121	San Mateo	CA	94403	668500	2	2	San Mateo	1143	109155	1996	1	Garage		Sold					668500	6/26/14	701000	http://www.redfin.com/CA/San-Mateo/1951-Ofarrell-St-94403/unit-121/home/1577231	MLSListings Inc. (MLSLI)	81421297	"Azari Group Real Estate, The"	N	Y	37.547832	-122.314056	FALSE
Past Sale	Condo/Coop	24 Mounds Rd Apt B	San Mateo	CA	94402		3	2	94402	2448		1993										6/24/14	665000	http://www.redfin.com/CA/San-Mateo/24-Mounds-Rd-94402/unit-B/home/1271130				N	Y	37.567593	-122.33313	
Past Sale	Condo/Coop	217 8th Ave Apt 102	San Mateo	CA	94401		2	2	94401	1200		1981										6/24/14	700000	http://www.redfin.com/CA/San-Mateo/217-8th-Ave-94401/unit-102/home/1570080				N	Y	37.562008	-122.319603	
Past Sale	Single Family Residential	1911 Beach Park Blvd	Foster City	CA	94404		5	2	94404	2010		1965										6/24/14	1240000	http://www.redfin.com/CA/Foster-City/1911-Beach-Park-Blvd-94404/home/2020553				N	Y	37.571182	-122.26223	
Past Sale	Single Family Residential	1614 S Grant St	San Mateo	CA	94402		3	1	94402	1180		1947										6/23/14	850000	http://www.redfin.com/CA/San-Mateo/1614-S-Grant-St-94402/home/1642033				N	Y	37.559235	-122.305305	
